time,trajectories1,trajectories2
0.000,1542.534,624.706
0.067,1522.889,521.974
0.133,1580.505,440.259
0.200,1620.504,399.056
0.267,1653.476,377.800
0.333,1641.906,325.046
0.400,1641.822,323.528
0.467,1491.069,288.266
0.533,1439.374,214.061
0.600,1441.423,197.513
0.667,1440.825,189.053
0.733,1445.223,188.151
0.800,1481.980,203.586
0.867,1487.237,207.281
0.933,1477.205,251.819
1.000,1390.965,259.688
1.067,1326.873,193.314
1.133,1316.393,139.511
1.200,1310.583,137.969
1.267,1238.696,143.775
1.333,1156.031,119.636
1.400,1095.939,127.299
1.467,1013.469,124.714
1.533,1023.619,113.392
1.600,1033.387,103.110
1.667,1046.478,118.163
1.733,1104.217,116.728
1.800,989.775,217.961
1.867,895.434,238.163
1.933,799.779,291.952
2.000,681.429,336.033
2.067,641.646,295.148
2.133,644.901,212.625
2.200,656.024,186.595
2.267,615.166,243.355
2.333,494.764,304.806
2.400,405.751,361.696
2.467,361.669,410.616
2.533,440.766,435.350
2.600,439.511,545.086
2.667,395.304,642.130
2.733,359.498,691.167
2.800,332.250,803.471
2.867,419.295,764.648
2.933,487.701,613.808
3.000,586.347,610.073
3.067,684.245,549.517
3.133,746.559,515.932
3.200,889.532,519.965
3.267,985.248,609.490
3.333,997.626,730.023
3.400,1041.435,803.336
3.467,1146.012,897.917
3.533,1237.738,979.724
3.600,1355.370,925.419
3.667,1499.216,923.604
3.733,1599.653,948.690
3.800,1706.451,879.457
3.867,1852.783,863.491
3.933,1925.278,870.328
4.000,1937.876,876.039
4.067,1927.056,897.527
4.133,1941.390,887.639
4.200,1978.822,896.426
4.267,1936.068,957.178
4.333,1930.274,1018.471
4.400,1941.541,1029.239
4.467,1966.063,1022.228
4.533,1972.964,1074.008
4.600,1817.911,1141.659
4.667,1766.402,1261.851
4.733,1775.675,1338.317
4.800,1750.093,1465.566
4.867,1710.096,1530.133
4.933,1670.735,1456.500
5.000,1537.299,1407.387
5.067,1447.752,1334.813
5.133,1553.866,1244.879
5.200,1621.121,1134.954
5.267,1717.682,1035.198
5.333,1792.912,998.171
5.400,1888.853,991.736
5.467,1913.057,1026.618
5.533,1973.607,1065.689
5.600,1971.081,1138.443
5.667,1862.986,1272.677
5.733,1854.777,1384.977
5.800,1874.116,1390.639
5.867,1868.725,1390.952
5.933,1880.093,1386.309
6.000,1919.124,1347.225
6.067,1875.822,1268.508
6.133,1812.206,1171.425
6.200,1708.723,1186.994
6.267,1592.939,1241.502
6.333,1476.669,1208.885
6.400,1358.592,1194.214
6.467,1283.977,1156.101
6.533,1224.207,1022.559
6.600,1237.906,879.317
6.667,1249.999,764.556
6.733,1179.498,681.186
6.800,1111.093,595.592
6.867,1069.100,476.972
6.933,938.157,434.491
7.000,811.237,418.983
7.067,715.378,330.671
7.133,637.124,260.806
7.200,510.627,284.756
7.267,419.733,335.938
7.333,334.400,412.417
7.400,357.857,403.235
7.467,413.360,341.048
7.533,402.604,300.415
7.600,496.398,246.284
7.667,529.930,211.591
7.733,607.814,166.411
7.800,721.340,152.270
7.867,727.696,104.754
7.933,645.951,138.506
8.000,626.294,146.027
8.067,602.772,148.798
8.133,591.893,153.696
8.200,591.064,157.176
8.267,568.213,191.265
8.333,526.921,196.203
8.400,476.450,223.003
8.467,406.309,273.908
8.533,381.617,294.662
8.600,355.755,316.638
8.667,329.388,348.345
8.733,307.942,377.152
8.800,259.714,457.140
8.867,189.888,538.230
8.933,97.481,713.941
9.000,69.111,816.063
9.067,105.981,723.696
9.133,131.805,770.693
9.200,159.376,844.551
9.267,164.385,910.526
9.333,182.366,1039.252
9.400,180.288,1159.353
9.467,248.085,1290.259
9.533,328.511,1372.611
9.600,400.969,1409.273
9.667,413.824,1423.417
9.733,495.684,1407.389
9.800,598.723,1382.645
9.867,560.558,1195.724
9.933,695.794,864.381
10.000,703.983,827.116
10.067,702.795,765.541
10.133,700.733,710.074
10.200,726.334,630.202
10.267,678.283,576.007
10.333,641.353,518.782
10.400,648.397,434.523
10.467,647.587,331.864
10.533,568.284,252.503
10.600,548.296,221.723
10.667,463.783,236.975
10.733,427.834,263.146
10.800,115.372,696.177
10.867,137.534,1432.841
10.933,357.724,1739.847
11.000,375.013,1760.293
11.067,484.265,1792.629
11.133,557.132,1830.363
11.200,611.485,1849.928
11.267,723.751,1851.521
11.333,817.525,1856.184
11.400,899.761,1883.966
11.467,995.187,1861.187
11.533,1043.752,1797.530
11.600,1137.408,1732.817
11.667,1248.474,1705.619
11.733,1351.935,1650.157
11.800,1441.054,1699.960
11.867,1521.814,1712.654
11.933,1554.665,1807.716
12.000,1408.390,1897.329
12.067,1300.335,1929.609
12.133,1228.636,1937.139
12.200,1148.690,1982.065
12.267,1123.914,1995.463
12.333,1106.628,2006.158
12.400,1068.220,2004.295
12.467,950.467,1987.215
12.533,869.431,1901.377
12.600,782.070,1878.805
12.667,625.637,1830.987
12.733,549.625,1807.401
12.800,470.859,1675.587
12.867,423.526,1576.092
12.933,386.501,1482.505
13.000,421.185,1378.018
13.067,542.045,1355.290
13.133,570.552,1370.063
13.200,600.989,1389.362
13.267,619.070,1404.592
13.333,674.974,1403.187
13.400,771.580,1437.319
13.467,820.990,1306.117
13.533,913.545,1265.452
13.600,977.272,1191.929
13.667,1052.665,1183.783
13.733,1156.266,1176.052
13.800,1214.066,1072.895
13.867,1309.775,1020.604
13.933,1388.257,971.218
14.000,1451.905,961.717
14.067,1509.140,1040.335
14.133,1536.372,1131.895
14.200,1555.540,1213.998
14.267,1569.474,1287.044
14.333,1645.917,1293.569
14.400,1713.317,1205.685
14.467,1758.180,1176.891
14.533,1823.780,1278.163
14.600,1871.698,1327.457
14.667,1912.154,1340.341
14.733,1853.038,1215.591
14.800,1850.911,1087.896
14.867,1923.963,1052.035
14.933,1975.942,1030.199
15.000,1988.373,1029.362
15.067,1880.967,877.645
15.133,1866.636,795.411
15.200,1869.689,698.309
15.267,1893.371,670.259
15.333,1910.321,649.555
15.400,1910.537,641.171
15.467,1670.971,585.704
15.533,1551.152,559.290
15.600,1436.666,650.895
15.667,1356.760,711.415
15.733,1227.172,775.986
15.800,1082.906,823.772
15.867,958.927,914.520
15.933,862.429,995.330
16.000,789.168,1022.524
16.067,659.514,1059.217
16.133,584.662,1081.281
16.200,461.625,1034.026
16.267,333.341,920.282
16.333,185.356,882.071
16.400,143.830,818.414
16.467,97.336,780.800
16.533,122.870,739.386
16.600,128.341,671.824
16.666,170.758,593.590
16.733,250.282,450.220
16.800,353.879,363.752
16.866,471.505,252.785
16.933,566.773,183.437
17.000,674.304,127.105
17.066,788.385,114.089
17.133,921.596,88.702
17.200,1098.622,95.855
17.266,1212.878,108.731
17.333,1389.548,178.553
17.400,1507.205,251.942
17.466,1624.185,361.294
17.533,1748.520,444.275
17.600,1622.484,402.944
17.666,1573.646,304.274
17.733,1465.731,209.231
17.800,1306.831,141.690
17.866,1157.877,97.903
17.933,696.110,152.583
18.000,450.911,283.796
18.066,391.763,404.349
18.133,318.273,487.850
18.200,243.432,557.876
18.266,196.783,604.467
18.333,117.758,719.736
18.400,104.826,910.497
18.466,62.768,1076.605
18.533,69.357,1201.031
18.600,97.126,1326.245
18.666,136.538,1420.907
18.733,174.868,1488.326
18.800,255.453,1617.882
18.866,112.088,1353.607
18.933,64.014,1194.746
19.000,215.086,479.795
19.066,627.351,139.643
19.133,1480.610,175.364
19.200,1482.560,180.202
19.266,1498.409,189.964
19.333,1591.124,312.309
19.400,1723.268,446.589
19.466,1849.877,562.795
19.533,1907.973,706.456
19.600,1908.418,789.118
19.666,1940.522,836.511
19.733,1957.569,851.308
19.800,1772.872,1010.365
19.866,1699.920,1072.398
19.933,1612.478,1176.195
20.000,1611.609,1343.389
20.066,1654.530,1417.201
20.133,1720.537,1440.119
20.200,1741.577,1552.537
20.266,1836.498,1463.848
20.333,1886.644,1450.473
20.400,1857.699,1375.478
20.466,1729.841,1309.647
20.533,1602.925,1235.492
20.600,1552.940,1070.170
20.666,1541.806,964.973
20.733,1572.435,768.883
20.800,1524.411,604.040
20.866,1488.529,471.058
20.933,1542.010,359.862
21.000,1505.445,255.993
21.066,1408.091,246.768
21.133,1361.130,197.077
21.200,1279.926,217.343
21.266,1176.043,135.610
21.333,1143.747,75.223
21.400,951.436,58.525
21.466,788.461,89.124
21.533,731.897,95.776
21.600,597.059,155.233
21.666,450.443,242.408
21.733,374.398,371.142
21.800,350.229,400.803
21.866,327.285,430.947
21.933,250.262,453.713
22.000,398.514,309.096
22.066,576.472,157.541
22.133,711.315,241.567
22.200,836.362,241.029
22.266,934.751,118.489
22.333,1024.323,108.802
22.400,1157.415,82.705
22.466,1344.020,138.211
22.533,1384.443,142.498
22.600,1331.836,113.519
22.666,1466.983,249.064
22.733,1595.870,311.031
22.800,1717.475,408.706
22.866,1792.139,511.791
22.933,1888.614,681.457
23.000,1902.052,804.542
23.066,1867.349,1050.639
23.133,1916.699,1096.307
23.200,1950.787,1242.663
23.266,1890.538,1427.792
23.333,1745.028,1566.086
23.400,1715.092,1737.398
23.466,1649.858,1795.081
23.533,1473.806,1803.378
23.600,1438.928,1897.172
23.666,1257.342,1943.210
23.733,1145.931,1941.916
23.800,1043.238,1940.911
23.866,935.142,1905.068
23.933,790.722,1853.749
24.000,642.413,1827.826
24.066,512.492,1789.503
24.133,354.548,1700.320
24.200,294.207,1669.060
24.266,315.791,1563.008
24.333,236.184,1464.363
24.400,185.809,1337.894
24.466,105.205,1172.327
24.533,63.548,1110.895
24.600,83.362,938.609
24.666,87.692,861.404
24.733,109.509,741.102
24.800,146.253,605.837
24.866,270.648,429.938
24.933,478.035,255.427
25.000,694.868,111.500
25.066,903.092,89.313
25.133,988.116,60.416
25.200,1327.850,107.881
25.266,1444.939,162.321
25.333,1710.148,360.365
25.400,1772.209,506.508
25.466,1884.319,720.992
25.533,1968.049,916.338
25.600,1913.752,1161.691
25.666,1912.121,1330.294
25.733,1823.853,1406.142
25.800,1747.151,1552.911
25.866,1717.580,1686.779
25.933,1816.395,1549.690
26.000,1766.521,1444.134
26.066,1775.368,1305.623
26.133,1875.490,1198.765
26.200,1930.509,1114.261
26.266,1916.338,1001.655
26.333,1931.151,874.415
26.400,1924.685,871.267
26.466,1942.030,851.399
26.533,1740.854,868.323
26.600,1602.465,763.176
26.666,1523.252,605.415
26.733,1517.880,480.021
26.800,1447.572,400.521
26.866,1359.534,262.941
26.933,1214.847,157.026
27.000,1133.031,88.767
27.066,969.773,134.526
27.133,855.241,113.997
27.200,716.173,113.066
27.266,545.607,209.374
27.333,333.597,396.884
27.400,309.940,383.803
27.466,351.588,334.392
27.533,255.590,426.305
27.600,399.147,279.453
27.666,475.132,226.007
27.733,659.751,124.729
27.800,752.920,97.662
27.866,875.050,75.457
27.933,1050.910,79.445
28.000,1235.769,98.385
28.066,1470.220,174.999
28.133,1612.356,272.582
28.200,1761.302,434.213
28.266,1779.474,531.037
28.333,1908.265,677.100
28.400,1923.333,898.566
28.466,1883.842,997.003
28.533,1896.477,1211.500
28.600,1890.602,1308.196
28.666,1760.056,1424.230
28.733,1680.510,1584.393
28.800,1669.608,1666.541
28.866,1585.432,1761.596
28.933,1473.138,1823.672
29.000,1313.890,1908.878
29.066,1193.042,1937.660
29.133,1045.072,1939.397
29.200,839.436,1947.412
29.266,733.356,1918.186
29.333,493.809,1824.966
29.400,322.589,1700.222
29.466,281.736,1595.948
29.533,204.722,1570.957
29.600,138.992,1400.424
29.666,117.555,1256.495
29.733,109.476,1143.615
29.800,95.731,1031.507
29.866,129.364,823.376
29.933,153.375,671.702
30.000,168.657,563.562
30.066,279.045,480.272
30.133,278.977,427.803
30.200,372.778,308.942
30.266,520.577,205.693
30.333,645.418,154.298
30.400,571.170,184.407
30.466,635.925,136.682
30.533,791.374,104.099
30.600,967.723,60.821
30.666,1001.475,52.279
30.733,1123.880,99.825
30.800,1378.521,132.393
30.866,1561.372,225.427
30.933,1690.054,325.446
31.000,1703.978,335.411
31.066,1845.410,548.393
31.133,1851.258,648.596
31.200,1905.549,794.623
31.266,1936.107,928.909
31.333,1923.254,1109.593
31.400,1900.340,1153.897
31.466,1913.384,1212.877
31.533,1968.442,1186.171
31.600,1890.866,1385.065
31.666,1783.753,1494.210
31.733,1715.152,1644.795
31.800,1687.514,1718.133
31.866,1700.774,1717.197
31.933,1706.246,1721.867
32.000,1655.337,1773.685
32.066,1597.329,1820.927
32.133,1518.481,1874.434
32.200,1439.143,1912.920
32.266,1370.237,1946.329
32.333,1289.526,1970.306
32.400,1273.055,1978.561
32.466,1247.267,1986.729
32.533,1241.695,1988.710
32.600,1160.848,1993.349
32.666,1099.621,2010.200
32.733,1041.949,2007.901
32.800,987.725,1996.109
32.866,918.701,1988.750
32.933,879.559,1992.588
33.000,903.527,1998.987
33.066,796.291,1950.208
33.133,717.032,1947.220
33.200,525.162,1872.304
33.266,492.672,1857.940
33.333,450.120,1825.871
33.400,413.894,1789.837
33.466,358.546,1755.211
33.533,303.760,1671.463
33.600,285.257,1591.325
33.666,218.129,1504.768
33.733,213.403,1357.696
33.800,222.802,1219.427
33.866,207.612,1075.254
33.933,251.858,925.538
34.000,331.943,818.715
34.066,434.895,769.147
34.133,472.184,722.650
34.200,483.981,627.806
34.266,403.506,573.946
34.333,425.482,458.121
34.400,337.460,350.093
34.466,334.468,344.250
34.533,495.100,207.027
34.600,673.254,121.544
34.666,838.902,99.761
34.733,1023.575,64.986
34.800,1156.229,70.314
34.866,1362.250,122.477
34.933,1604.058,255.650
35.000,1787.176,445.777
35.066,1873.079,661.592
35.133,1901.202,672.249
35.200,1900.713,805.422
35.266,1923.967,976.350
35.333,1940.886,1086.635
35.400,1846.667,1269.591
35.466,1898.557,1412.440
35.533,1783.028,1557.586
35.600,1704.266,1694.694
35.666,1694.664,1729.673
35.733,1692.299,1732.691
35.800,1657.567,1763.621
35.866,1599.540,1810.526
35.933,1515.505,1872.727
36.000,1406.663,1934.188
36.066,1317.125,1968.944
36.133,1274.132,1979.381
36.200,1183.809,1995.714
36.266,1068.710,2010.361
36.333,966.780,2013.473
36.400,776.148,1978.389
36.466,657.471,1935.211
36.533,547.920,1891.901
36.600,460.539,1817.417
36.666,339.607,1722.398
36.733,273.472,1658.274
36.800,253.749,1636.266
36.866,196.629,1545.438
36.933,165.648,1458.373
37.000,119.433,1396.913
37.066,107.177,1312.357
37.133,144.827,1106.584
37.200,176.118,983.124
37.266,114.992,839.137
37.333,175.068,642.806
37.400,216.989,492.009
37.466,253.728,432.732
37.533,344.130,381.088
37.600,510.542,271.511
37.666,703.572,140.633
37.733,645.340,144.566
37.800,764.825,116.750
37.866,948.220,60.642
37.933,997.721,50.877
38.000,1089.003,54.424
38.066,1194.234,69.999
38.133,1434.155,152.908
38.200,1601.685,254.349
38.266,1767.585,415.276
38.333,1905.106,652.455
38.400,1924.307,918.699
38.466,1916.787,1052.964
38.533,1883.016,1184.702
38.600,1821.248,1382.856
38.666,1812.398,1513.949
38.733,1773.096,1638.575
38.800,1751.088,1678.527
38.866,1725.550,1703.296
38.933,1621.448,1792.349
39.000,1494.767,1865.743
39.066,1332.445,1921.060
39.133,1164.211,1984.505
