time,trajectories1,trajectories2
0.000,863.532,271.149
0.067,873.981,220.997
0.133,833.306,185.522
0.200,862.575,152.760
0.267,909.306,144.308
0.333,915.821,117.850
0.400,921.151,112.922
0.467,957.443,152.188
0.533,988.854,168.834
0.600,1010.190,180.145
0.667,1060.780,179.649
0.733,1095.486,216.683
0.800,1155.173,263.929
0.867,1246.439,292.146
0.933,1313.324,296.067
1.000,1362.410,271.263
1.067,1426.620,237.768
1.133,1462.232,220.107
1.200,1518.331,283.940
1.267,1574.926,316.592
1.333,1603.238,346.610
1.400,1552.515,383.621
1.467,1502.395,393.232
1.533,1402.609,363.692
1.600,1309.647,366.593
1.667,1260.223,398.756
1.733,1174.425,457.872
1.800,1110.687,457.571
1.867,1023.643,416.997
1.933,910.885,383.850
2.000,857.440,345.787
2.067,783.953,296.933
2.133,720.347,264.155
2.200,685.779,216.961
2.267,651.640,183.204
2.333,599.698,196.485
2.400,587.771,228.935
2.467,639.325,259.045
2.533,692.601,267.526
2.600,759.669,261.909
2.667,807.448,243.100
2.733,829.054,197.996
2.800,813.280,140.816
2.867,788.341,132.327
2.933,736.967,144.311
3.000,618.973,179.864
3.067,541.788,218.087
3.133,475.917,250.653
3.200,458.189,288.093
3.267,553.193,350.120
3.333,618.023,413.500
3.400,654.790,438.126
3.467,682.342,406.412
3.533,689.661,454.579
3.600,702.409,469.970
3.667,739.052,528.762
3.733,772.043,578.927
3.800,819.494,629.410
3.867,876.881,676.921
3.933,927.355,701.374
4.000,1001.964,726.327
4.067,1088.755,731.458
4.133,1142.358,721.140
4.200,1197.974,664.691
4.267,1227.192,609.059
4.333,1218.620,584.302
4.400,1218.539,540.064
4.467,1221.629,523.597
4.533,1306.595,583.230
4.600,1336.014,617.674
4.667,1403.692,663.413
4.733,1425.724,622.286
4.800,1386.574,489.868
4.867,1316.137,468.384
4.933,1241.415,445.208
5.000,1163.013,421.273
5.067,1071.112,413.581
5.133,997.217,465.442
5.200,945.431,503.906
5.267,902.646,599.284
5.333,954.532,652.071
5.400,1033.952,710.693
5.467,1099.324,750.501
5.533,1183.854,791.120
5.600,1256.474,735.602
5.667,1254.214,663.837
5.733,1248.118,608.364
5.800,1236.511,525.845
5.867,1186.617,464.193
5.933,1113.014,450.356
6.000,1047.500,443.140
6.067,991.976,494.033
6.133,899.518,497.479
6.200,847.454,529.688
6.267,794.206,561.105
6.333,715.312,533.217
6.400,672.244,493.981
6.467,616.792,421.656
6.533,528.060,422.955
6.600,465.975,419.639
6.667,490.680,527.293
6.733,537.753,576.967
6.800,626.107,628.457
6.867,702.813,632.910
6.933,750.594,593.436
7.000,759.995,558.650
7.067,792.364,515.970
7.133,833.108,457.537
7.200,876.215,383.491
7.267,900.308,330.180
7.333,973.897,335.512
7.400,1042.316,330.387
7.467,1004.951,245.874
7.533,962.910,185.237
7.600,883.035,193.421
7.667,803.671,219.374
7.733,739.007,239.090
7.800,696.847,251.090
7.867,621.598,273.703
7.933,587.873,309.690
8.000,517.938,378.896
8.067,506.024,473.807
8.133,516.746,554.377
8.200,463.378,616.739
8.267,417.211,648.745
8.333,329.076,678.673
8.400,283.575,630.692
8.467,232.213,613.614
8.533,224.091,570.938
8.600,202.636,547.212
8.667,274.411,475.158
8.733,328.316,415.766
8.800,416.605,350.808
8.867,476.097,313.463
8.933,568.142,261.503
9.000,622.069,245.889
9.067,708.832,223.602
9.133,811.635,190.483
9.200,885.391,235.704
9.267,949.708,279.868
9.333,1028.714,365.886
9.400,1059.853,451.770
9.467,1084.326,530.017
9.533,1153.539,599.851
9.600,1098.335,667.949
9.667,1008.387,743.052
9.733,928.881,770.878
9.800,854.400,736.506
9.867,854.830,634.345
9.933,883.280,542.720
10.000,880.062,449.460
10.067,811.725,393.313
10.133,715.186,360.090
10.200,660.858,363.340
10.267,560.427,356.051
10.333,515.980,324.805
10.400,569.906,252.879
10.467,651.427,244.177
10.533,729.347,203.234
10.600,781.909,179.889
10.667,888.220,134.807
10.733,943.287,86.684
10.800,987.433,70.074
10.867,1032.127,88.749
10.933,1090.973,121.583
11.000,1117.003,225.249
11.067,1120.614,338.318
11.133,1116.463,421.478
11.200,1121.727,543.090
11.267,1128.975,631.654
11.333,1132.385,704.618
11.400,1183.520,825.195
11.467,1209.456,875.122
11.533,1266.374,945.940
11.600,1342.680,1004.698
11.667,1358.967,1012.723
11.733,1390.495,1025.240
11.800,1445.977,1072.083
11.867,1492.293,1106.544
11.933,1552.235,1148.505
12.000,1265.705,1294.053
12.067,1221.347,1345.327
12.133,1195.183,1380.496
12.200,1115.874,1433.983
12.267,1057.298,1394.808
12.333,986.795,1310.810
12.400,937.750,1245.791
12.467,847.889,1211.547
12.533,802.562,1222.769
12.600,708.613,1272.114
12.667,667.988,1324.914
12.733,616.016,1392.548
12.800,600.002,1464.923
12.867,629.231,1559.146
12.933,677.218,1616.816
13.000,662.533,1680.734
13.067,645.228,1751.137
13.133,641.852,1832.499
13.200,711.970,1868.623
13.267,757.470,1893.314
13.333,835.607,1925.779
13.400,853.405,1999.427
13.467,877.855,1988.117
13.533,929.753,1994.345
13.600,971.136,1996.688
13.667,1001.406,1996.467
13.733,1043.402,1978.204
13.800,1078.491,1977.447
13.867,1108.065,1997.504
13.933,1057.431,1923.634
14.000,992.169,1872.112
14.067,891.281,1812.659
14.133,790.652,1814.764
14.200,726.348,1835.809
14.267,678.490,1712.647
14.333,660.485,1647.251
14.400,638.192,1568.599
14.467,561.476,1520.236
14.533,511.840,1451.486
14.600,538.485,1392.943
14.667,626.355,1339.976
14.733,735.032,1282.656
14.800,797.377,1252.869
14.867,882.703,1202.933
14.933,891.954,1144.169
15.000,897.456,1025.010
15.067,879.664,916.095
15.133,858.550,867.323
15.200,802.584,795.167
15.267,773.563,762.296
15.333,795.700,685.997
15.400,800.650,630.648
15.467,779.460,569.515
15.533,825.112,498.012
15.600,893.796,431.428
15.667,915.578,372.014
15.733,926.349,329.220
15.800,855.937,273.789
15.867,773.636,267.125
15.933,686.868,234.562
16.000,648.748,202.954
16.067,664.177,191.333
16.133,676.152,168.427
16.200,680.165,168.427
16.267,639.429,200.289
16.333,592.022,251.401
16.400,535.658,284.620
16.467,468.587,326.427
16.533,393.665,428.851
16.600,324.615,440.026
16.666,329.488,420.485
16.733,307.410,393.548
16.800,289.539,436.852
16.866,263.388,462.274
16.933,316.573,497.029
17.000,414.165,557.778
17.066,517.056,594.017
17.133,612.083,597.306
17.200,689.808,577.878
17.266,732.681,568.498
17.333,843.304,535.708
17.400,939.372,510.411
17.466,1000.908,496.575
17.533,1077.608,510.054
17.600,1136.399,587.060
17.666,1125.363,647.197
17.733,1020.225,697.092
17.800,947.100,730.555
17.866,885.409,795.403
17.933,870.961,855.242
18.000,905.033,925.369
18.066,984.416,979.336
18.133,1045.247,1010.859
18.200,1150.733,1053.019
18.266,1253.868,1075.046
18.333,1321.830,1048.503
18.400,1315.391,1070.728
18.466,1326.577,1077.551
18.533,1363.538,1105.192
18.600,1405.105,1143.920
18.666,1367.227,1192.229
18.733,1304.247,1270.050
18.800,1210.216,1327.998
18.866,1162.680,1365.320
18.933,1177.767,1405.001
19.000,1073.913,1445.773
19.066,977.552,1456.080
19.133,912.252,1430.701
19.200,808.238,1407.101
19.266,759.956,1370.683
19.333,699.395,1260.729
19.400,692.724,1229.654
19.466,708.838,1168.151
19.533,745.184,1122.097
19.600,770.314,1088.072
19.666,805.411,1004.359
19.733,806.907,947.210
19.800,865.296,863.874
19.866,863.104,775.563
19.933,825.253,702.556
20.000,870.522,595.511
20.066,902.913,515.988
20.133,989.433,449.997
20.200,1044.830,458.641
20.266,1066.795,470.149
20.333,1069.038,467.840
20.400,1100.727,499.318
20.466,1152.401,569.500
20.533,1113.484,621.840
20.600,1064.831,703.480
20.666,994.637,770.062
20.733,919.869,794.808
20.800,839.869,815.146
20.866,798.861,749.040
20.933,709.771,671.073
21.000,732.072,631.137
21.066,662.628,550.497
21.133,602.489,473.582
21.200,545.522,419.044
21.266,469.336,346.836
21.333,452.624,323.297
21.400,440.268,307.315
21.466,407.088,320.398
21.533,379.081,341.228
21.600,359.520,362.874
21.666,359.196,356.211
21.733,378.878,336.541
21.800,382.223,328.100
21.866,391.877,312.132
21.933,432.657,281.678
22.000,467.675,242.350
22.066,492.483,246.813
22.133,582.779,302.050
22.200,644.971,382.051
22.266,659.242,445.685
22.333,727.169,541.334
22.400,746.000,615.584
22.466,784.714,741.074
22.533,841.039,827.780
22.600,910.160,865.912
22.666,977.833,845.154
22.733,1075.030,809.509
22.800,1176.457,759.336
22.866,1219.802,722.866
22.933,1260.959,677.822
23.000,1331.506,650.852
23.066,1399.682,581.020
23.133,1446.891,503.310
23.200,1488.738,434.868
23.266,1536.113,368.751
23.333,1586.239,310.316
23.400,1594.387,287.927
23.466,1608.761,301.332
23.533,1637.689,354.550
23.600,1680.127,359.597
23.666,1724.476,415.786
23.733,1762.511,470.338
23.800,1771.090,580.524
23.866,1781.318,645.455
23.933,1789.572,768.800
24.000,1802.490,878.942
24.066,1813.141,982.517
24.133,1812.877,1106.657
