time,trajectories1,trajectories2
0.000,699.947,204.714
0.067,711.714,178.929
0.133,729.317,147.097
0.200,749.573,121.082
0.267,826.882,97.813
0.333,879.493,84.501
0.400,909.285,68.113
0.467,907.468,70.322
0.533,938.299,65.460
0.600,937.479,67.767
0.667,935.852,70.063
0.733,943.621,70.723
0.800,942.518,71.780
0.867,954.797,72.077
0.933,1065.917,146.160
1.000,1131.538,204.231
1.067,1142.426,223.534
1.133,1153.114,248.922
1.200,1183.500,283.599
1.267,1216.297,326.094
1.333,1265.495,371.023
1.400,1327.336,420.192
1.467,1400.324,471.424
1.533,1457.556,512.179
1.600,1518.607,494.377
1.667,1566.757,500.023
1.733,1616.775,557.983
1.800,1656.441,619.925
1.867,1692.580,682.605
1.933,1725.924,786.419
2.000,1752.243,936.201
2.067,1757.591,1014.200
2.133,1755.692,1128.837
2.200,1744.757,1205.782
2.267,1685.565,1316.898
2.333,1636.203,1374.881
2.400,1546.987,1441.864
2.467,1421.026,1502.884
2.533,1331.005,1578.398
2.600,1260.275,1662.891
2.667,1212.999,1708.937
2.733,1164.021,1749.814
2.800,1100.990,1781.958
2.867,970.581,1804.054
2.933,880.128,1804.930
3.000,795.225,1805.004
3.067,528.723,1838.533
3.133,468.950,1832.319
3.200,449.265,1821.055
3.267,443.267,1816.904
3.333,434.936,1809.168
3.400,440.767,1808.268
3.467,449.079,1783.023
3.533,373.242,1736.035
3.600,330.192,1706.322
3.667,289.879,1679.807
3.733,291.199,1678.753
3.800,285.795,1669.187
3.867,281.294,1662.474
3.933,254.965,1634.823
4.000,253.378,1630.822
4.067,241.400,1615.363
4.133,166.715,1482.667
4.200,155.090,1477.712
4.267,203.837,1505.405
4.333,210.505,1556.772
4.400,229.174,1589.482
4.467,251.053,1619.755
4.533,276.395,1653.353
4.600,312.853,1700.396
4.667,342.478,1734.523
4.733,391.364,1783.773
4.800,428.981,1814.539
4.867,487.791,1857.092
4.933,488.154,1856.071
5.000,504.148,1862.808
5.067,511.260,1861.346
5.133,590.450,1857.633
5.200,647.681,1871.355
5.267,748.233,1897.564
5.333,802.495,1862.431
5.400,856.788,1816.992
5.467,958.941,1745.870
5.533,1019.742,1710.195
5.600,1158.795,1734.938
5.667,1235.131,1755.922
5.733,1273.783,1733.097
5.800,1360.720,1683.634
5.867,1454.694,1684.186
5.933,1487.614,1749.420
6.000,1509.736,1771.850
6.067,1526.049,1800.506
6.133,1494.963,1839.417
6.200,1459.460,1883.996
6.267,1437.435,1905.661
6.333,1402.691,1925.579
6.400,1343.079,1933.267
6.467,1263.085,1955.607
6.533,1195.416,1969.124
6.600,1110.500,2006.488
6.667,1108.734,2003.769
6.733,1117.181,1998.631
6.800,1047.832,1983.139
6.867,976.725,1928.361
6.933,943.638,1881.573
7.000,867.814,1781.827
7.067,848.193,1686.756
7.133,869.635,1572.597
7.200,960.563,1508.641
7.267,1075.688,1424.553
7.333,1139.936,1364.551
7.400,1240.701,1281.994
7.467,1296.280,1239.297
7.533,1386.434,1178.184
7.600,1509.088,1124.824
7.667,1584.597,1116.316
7.733,1695.329,1164.548
7.800,1740.494,1197.662
7.867,1790.414,1250.132
7.933,1830.484,1309.711
8.000,1840.868,1361.806
8.067,1844.037,1375.103
8.133,1889.781,1421.073
8.200,1895.438,1442.363
8.267,1881.541,1478.955
8.333,1863.157,1517.010
8.400,1839.768,1555.059
8.467,1830.443,1568.107
8.533,1803.033,1606.758
8.600,1668.218,1637.012
8.667,1588.942,1616.858
8.733,1534.504,1601.269
8.800,1423.577,1514.021
8.867,1373.690,1427.934
8.933,1363.185,1327.290
9.000,1448.524,1207.501
9.067,1495.036,1144.078
9.133,1649.658,1150.535
9.200,1705.944,1162.259
9.267,1811.080,1156.824
9.333,1842.571,1171.169
9.400,1853.733,1206.207
9.467,1853.906,1268.789
9.533,1852.424,1295.780
9.600,1879.792,1353.502
9.667,1893.204,1419.560
9.733,1849.446,1534.930
9.800,1837.236,1544.604
9.867,1849.179,1527.349
9.933,1849.174,1411.942
10.000,1890.902,1331.966
10.067,1916.549,1272.571
10.133,1933.273,1238.262
10.200,1947.671,1196.211
10.267,1946.742,1156.840
10.333,1981.851,1110.454
10.400,1988.227,1086.863
10.467,1988.781,1062.382
10.533,1974.228,1002.587
10.600,1961.237,915.340
10.667,1947.285,871.544
10.733,1926.306,747.179
10.800,1926.261,684.982
10.867,1916.794,660.892
10.933,1887.597,606.661
11.000,1861.666,565.674
11.067,1756.918,497.948
11.133,1698.752,480.538
11.200,1636.751,468.285
11.267,1594.724,425.428
11.333,1537.991,390.236
11.400,1465.985,343.358
11.467,1409.812,315.395
11.533,1300.235,300.878
11.600,1231.482,305.911
11.667,1138.410,332.031
11.733,1049.373,372.295
11.800,953.007,421.551
11.867,865.311,403.174
11.933,776.994,365.434
12.000,746.588,280.260
12.067,731.350,222.469
12.133,725.912,184.296
12.200,690.848,149.728
12.267,689.616,125.418
12.333,695.901,123.516
12.400,699.660,119.991
12.467,730.001,109.368
12.533,782.924,94.088
12.600,883.826,101.148
12.667,946.831,90.991
12.733,1032.357,64.704
12.800,1051.071,65.566
12.867,1092.619,65.608
12.933,1131.121,67.842
13.000,1179.494,83.423
13.067,1235.758,99.862
13.133,1316.071,197.465
13.200,1329.205,291.311
13.267,1318.551,387.646
13.333,1302.812,479.292
13.400,1280.548,553.860
13.467,1261.423,648.781
13.533,1198.563,722.775
13.600,1130.145,790.898
13.667,1069.140,853.160
13.733,1016.122,951.772
13.800,992.223,1024.627
13.867,926.285,1066.289
13.933,819.604,1086.338
14.000,760.712,1031.907
14.067,708.078,972.008
14.133,671.665,910.684
14.200,643.169,862.313
14.267,620.543,824.353
14.333,618.303,728.015
14.400,684.670,661.418
14.467,748.088,621.214
14.533,832.484,567.975
14.600,854.064,507.937
14.667,862.135,473.678
14.733,871.619,398.391
14.800,877.552,355.934
14.867,839.725,263.398
14.933,870.469,187.381
15.000,899.779,124.036
15.067,946.980,73.199
15.133,974.432,67.034
15.200,1164.192,82.179
15.267,1188.965,87.563
15.333,1207.707,86.763
15.400,1221.747,90.971
15.467,1201.474,86.832
15.533,1176.240,81.716
15.600,1064.866,80.745
15.667,973.492,87.439
15.733,902.256,94.670
15.800,822.497,135.559
15.867,806.227,212.407
15.933,810.915,273.841
16.000,773.768,357.118
16.067,692.725,402.817
16.133,621.920,432.169
16.200,573.609,464.194
16.267,527.599,511.994
16.333,472.812,578.633
16.400,435.999,631.339
16.467,362.220,709.543
16.533,308.745,759.536
16.600,251.796,766.840
16.666,226.627,771.022
16.733,131.539,715.718
16.800,119.175,694.563
16.866,123.703,687.769
16.933,125.701,682.685
17.000,124.618,686.040
17.066,123.620,691.863
17.133,186.694,654.181
17.200,248.878,604.209
17.266,288.457,565.987
17.333,307.421,492.610
17.400,322.693,405.610
17.466,304.113,384.733
17.533,307.167,398.010
17.600,380.414,381.617
17.666,437.534,359.386
17.733,501.940,255.690
17.800,541.538,204.731
17.866,617.962,172.512
17.933,667.605,127.922
18.000,709.941,111.616
18.066,776.939,107.751
18.133,906.222,119.109
18.200,968.103,149.695
18.266,1006.097,229.919
18.333,985.741,382.578
18.400,919.384,459.602
18.466,856.682,517.177
18.533,762.594,611.418
18.600,713.273,672.061
18.666,602.304,629.290
18.733,539.382,540.697
18.800,462.238,504.582
18.866,343.010,423.875
18.933,288.428,403.301
19.000,310.661,377.517
19.066,303.809,388.191
19.133,322.401,486.297
19.200,255.547,544.165
19.266,196.984,584.317
19.333,162.891,599.378
19.400,134.292,659.832
19.466,104.572,736.932
19.533,69.887,795.279
19.600,66.456,821.129
19.666,77.265,891.665
19.733,82.978,957.210
19.800,74.929,1047.282
19.866,72.704,1172.520
19.933,71.581,1205.625
20.000,72.055,1197.354
20.066,81.379,1220.767
20.133,90.869,1303.423
20.200,116.755,1388.876
20.266,130.556,1440.312
20.333,174.436,1482.880
20.400,214.487,1558.068
20.466,224.087,1583.103
20.533,238.747,1622.574
20.600,287.688,1678.883
20.666,289.674,1691.912
20.733,292.031,1686.099
20.800,294.400,1684.692
20.866,439.338,1701.740
20.933,488.099,1699.597
21.000,585.605,1730.679
21.066,636.497,1755.826
21.133,712.847,1789.739
21.200,785.334,1798.311
21.266,785.754,1747.826
21.333,832.386,1672.356
21.400,959.516,1621.412
21.466,1061.874,1610.592
21.533,1133.169,1595.672
21.600,1238.238,1652.590
21.666,1273.088,1664.226
21.733,1299.619,1660.274
21.800,1334.394,1675.616
21.866,1405.698,1698.311
21.933,1456.900,1698.510
22.000,1508.133,1695.909
22.066,1565.122,1677.506
22.133,1640.929,1639.353
22.200,1733.982,1593.257
22.266,1790.674,1601.092
22.333,1790.716,1599.435
22.400,1823.020,1567.500
22.466,1841.003,1484.657
22.533,1862.171,1429.531
22.600,1899.488,1344.675
22.666,1931.495,1299.690
22.733,1909.922,1187.806
22.800,1910.978,1107.540
22.866,1914.748,971.379
22.933,1911.628,898.893
23.000,1860.707,883.433
23.066,1768.180,860.249
23.133,1707.236,795.427
23.200,1656.165,820.478
23.266,1611.295,922.086
23.333,1630.920,1011.794
23.400,1672.917,1125.012
23.466,1668.830,1256.941
23.533,1669.071,1352.885
23.600,1680.008,1446.546
23.666,1694.354,1567.243
23.733,1658.286,1653.235
23.800,1702.456,1657.972
23.866,1724.808,1666.712
23.933,1726.072,1664.801
24.000,1730.247,1659.138
24.066,1698.753,1662.876
24.133,1676.062,1728.697
24.200,1541.579,1819.356
24.266,1524.347,1844.054
24.333,1537.004,1856.928
24.400,1497.565,1869.922
24.466,1468.056,1899.934
24.533,1395.646,1929.456
24.600,1331.507,1956.897
24.666,1260.738,1972.686
24.733,1189.805,1973.460
24.800,1086.984,1959.759
24.866,990.354,1975.672
24.933,942.707,2003.771
25.000,942.548,2002.680
25.066,958.369,2002.711
25.133,885.165,1992.908
25.200,844.684,1989.986
25.266,767.376,1979.944
25.333,713.392,1964.212
25.400,694.513,1957.587
25.466,605.018,1908.034
25.533,531.206,1874.698
25.600,507.490,1864.804
25.666,481.470,1850.086
25.733,436.403,1775.558
25.800,403.610,1722.582
25.866,375.091,1650.707
25.933,358.258,1600.595
26.000,330.571,1527.384
26.066,301.824,1460.504
26.133,262.483,1395.497
26.200,224.939,1335.263
26.266,218.015,1250.723
26.333,267.019,1146.398
26.400,337.675,1087.951
26.466,407.052,1050.817
26.533,507.425,984.311
26.600,584.085,943.226
26.666,692.301,930.561
26.733,792.795,943.713
26.800,846.439,960.868
26.866,834.442,1139.224
26.933,768.728,1191.320
27.000,694.563,1237.530
27.066,552.759,1290.410
27.133,487.807,1331.676
27.200,447.575,1365.816
27.266,339.253,1443.221
27.333,238.392,1468.182
27.400,176.826,1424.467
27.466,140.011,1387.939
27.533,133.484,1387.958
27.600,112.206,1384.538
27.666,129.674,1190.165
27.733,161.838,1121.061
27.800,236.586,1068.490
27.866,303.622,1053.656
27.933,412.211,1075.095
28.000,448.968,1158.936
28.066,464.098,1256.112
28.133,468.219,1350.902
28.200,471.463,1403.407
28.266,437.348,1482.495
28.333,416.613,1510.626
28.400,372.652,1561.287
28.466,356.044,1578.279
28.533,306.354,1563.804
28.600,245.817,1556.821
28.666,208.795,1551.927
28.733,205.888,1509.054
28.800,189.320,1447.150
28.866,156.860,1384.379
28.933,126.917,1357.300
29.000,103.084,1321.650
29.066,78.306,1273.215
29.133,65.540,1238.877
29.200,55.008,1194.374
29.266,50.589,1166.111
29.333,64.564,1116.377
29.400,91.752,1029.573
29.466,111.223,999.812
29.533,216.240,1006.148
29.600,289.546,1040.786
29.666,333.632,1066.752
29.733,334.660,1051.090
29.800,373.628,1014.680
29.866,444.956,994.001
29.933,543.094,982.990
30.000,639.922,1008.387
30.066,719.090,1042.948
30.133,761.654,1070.284
30.200,806.402,1127.927
30.266,703.488,1121.448
30.333,565.173,1160.638
30.400,494.299,1197.076
30.466,428.401,1224.579
30.533,357.861,1253.169
30.600,314.518,1230.265
30.666,284.545,1210.391
30.733,245.882,1174.371
30.800,231.270,1159.885
30.866,132.690,1123.135
30.933,96.718,1093.200
31.000,67.640,1070.187
31.066,62.655,1060.838
31.133,61.878,1057.525
31.200,59.127,1037.812
31.266,60.169,1032.897
31.333,51.504,1024.613
31.400,69.577,970.510
31.466,84.605,889.388
31.533,113.224,816.656
31.600,130.476,732.359
31.666,135.436,679.509
31.733,219.005,504.054
31.800,220.673,499.986
31.866,220.654,499.415
31.933,239.015,481.832
32.000,257.045,452.461
32.066,261.637,441.282
32.133,266.009,438.093
32.200,280.778,486.621
32.266,276.557,632.472
32.333,277.537,694.980
32.400,233.635,799.718
32.466,199.305,850.224
32.533,113.275,864.421
32.600,64.526,876.766
32.666,97.839,837.713
32.733,121.489,763.598
32.800,158.883,662.459
32.866,189.233,593.799
32.933,226.810,484.971
33.000,235.519,464.675
33.066,240.791,445.748
33.133,237.489,449.044
33.200,240.181,444.144
33.266,242.006,442.460
33.333,245.497,442.438
33.400,284.233,666.878
33.466,268.047,772.410
33.533,269.841,799.613
33.600,260.847,848.226
33.666,256.163,890.402
33.733,250.212,934.805
33.800,182.844,997.097
33.866,150.481,1058.855
33.933,130.876,1096.412
34.000,103.941,1172.765
34.066,88.894,1216.484
34.133,82.342,1237.246
34.200,81.546,1232.605
34.266,91.725,1266.044
34.333,144.220,1353.548
34.400,177.719,1410.045
34.466,240.294,1493.961
34.533,279.445,1551.563
34.600,308.145,1600.256
34.666,311.162,1699.409
34.733,346.816,1737.618
34.800,390.879,1766.717
34.866,417.771,1799.883
34.933,409.529,1800.932
35.000,450.650,1613.884
35.066,468.677,1564.669
35.133,559.975,1527.825
35.200,669.954,1546.284
35.266,770.501,1569.371
35.333,851.614,1578.663
35.400,906.319,1528.930
35.466,996.259,1535.206
35.533,1087.760,1544.049
35.600,1119.224,1537.990
35.666,770.168,1163.949
35.733,888.570,721.019
35.800,822.358,756.800
35.866,309.414,583.677
35.933,250.937,465.916
36.000,253.499,464.005
36.066,168.925,581.324
36.133,93.724,739.259
36.200,60.501,855.265
36.266,44.159,944.930
36.333,41.185,1103.639
36.400,57.259,1223.952
36.466,77.858,1307.685
36.533,105.819,1393.541
36.600,144.056,1478.198
36.666,262.267,1656.483
36.733,349.730,1745.222
36.800,429.629,1814.418
36.866,481.189,1852.863
36.933,543.238,1890.103
37.000,624.243,1931.286
37.066,658.886,1945.364
37.133,739.473,1972.564
37.200,803.194,1986.248
37.266,871.896,2000.947
37.333,927.470,2007.157
37.400,1008.880,2013.540
37.466,1104.775,2010.963
37.533,1147.860,2007.271
37.600,1185.950,1997.299
37.666,1261.759,1983.312
37.733,1301.398,1971.769
37.800,1353.971,1951.108
37.866,1366.060,1941.902
37.933,1343.373,1958.110
38.000,1340.936,1956.628
38.066,1352.494,1909.429
38.133,1356.465,1896.244
38.200,1362.063,1855.775
38.266,1339.250,1802.016
38.333,1303.425,1830.158
38.400,1215.533,1831.196
38.466,1151.733,1830.291
38.533,1092.401,1839.788
38.600,1052.172,1841.030
38.666,968.468,1817.080
38.733,881.607,1748.565
38.800,848.268,1691.155
38.866,787.042,1610.517
38.933,733.799,1600.041
39.000,641.443,1596.133
