time,trajectories1,trajectories2
0.000,457.807,785.902
0.067,481.525,830.519
0.133,504.570,877.810
0.200,525.930,861.738
0.267,487.278,873.723
0.333,470.760,936.332
0.400,463.527,978.898
0.467,511.948,1016.298
0.533,543.313,1020.987
0.600,495.905,1014.526
0.667,491.702,1043.820
0.733,468.802,1112.643
0.800,542.830,1150.394
0.867,594.013,1137.950
0.933,618.791,1155.145
1.000,614.150,1117.358
1.067,623.133,1128.647
1.133,679.888,1106.221
1.200,697.132,1109.796
1.267,786.462,1126.094
1.333,792.520,1098.678
1.400,852.643,1113.864
1.467,879.705,1086.278
1.533,856.888,1062.818
1.600,847.220,1048.299
1.667,821.356,1028.607
1.733,888.126,1029.015
1.800,890.420,1100.478
1.867,902.034,1025.282
1.933,959.428,1070.368
2.000,978.565,1081.974
2.067,988.067,1088.603
2.133,919.833,1111.728
2.200,902.448,1161.049
2.267,930.850,1164.715
2.333,861.502,1173.256
2.400,876.061,1130.845
2.467,950.209,1177.699
2.533,1008.241,1135.062
2.600,1008.855,1088.915
2.667,1020.785,1061.599
2.733,1102.388,1116.747
2.800,1137.829,1106.562
2.867,1139.709,1108.987
2.933,1055.697,1105.613
3.000,1021.164,1174.896
3.067,1041.274,1227.390
3.133,1103.237,1189.790
3.200,1121.357,1134.226
3.267,1129.864,1067.787
3.333,1102.715,1070.370
3.400,1065.953,1038.586
3.467,1005.770,1015.688
3.533,952.212,1055.846
3.600,933.470,1105.061
3.667,891.188,1041.043
3.733,1007.573,1040.430
3.800,1064.423,1056.753
3.867,1003.964,1144.057
3.933,957.479,1153.875
4.000,943.053,1107.218
4.067,849.754,1078.384
4.133,863.393,1003.587
4.200,891.588,958.437
4.267,1008.279,952.216
4.333,1061.880,900.063
4.400,1159.120,816.833
4.467,1202.988,733.917
4.533,1231.815,670.091
4.600,1218.980,528.696
4.667,1169.519,492.024
4.733,1114.901,457.448
4.800,1141.699,405.218
4.867,1047.096,432.586
4.933,1003.273,505.748
5.000,969.223,573.613
5.067,993.992,637.756
5.133,965.871,753.862
5.200,937.834,827.842
5.267,977.424,883.219
5.333,1042.391,890.527
5.400,1089.473,835.494
5.467,1049.677,780.120
5.533,940.337,815.516
5.600,877.024,758.226
5.667,874.891,647.911
5.733,903.968,586.406
5.800,895.530,507.848
5.867,1035.965,491.586
5.933,1084.078,411.858
6.000,998.999,316.588
6.067,1008.011,246.708
6.133,1071.416,268.270
6.200,1063.429,390.622
6.267,1062.972,463.560
6.333,1081.026,600.109
6.400,1146.389,647.857
6.467,1139.307,714.952
6.533,1172.446,747.795
