time,trajectories1,trajectories2
0.000,578.606,1630.038
0.067,636.185,1619.809
0.133,643.146,1717.409
0.200,655.788,1816.565
0.267,723.087,1817.728
0.333,757.024,1826.270
0.400,707.976,1895.778
0.467,670.582,1819.805
0.533,672.590,1756.886
0.600,655.532,1745.878
0.667,552.434,1814.010
0.733,523.318,1766.145
0.800,515.326,1713.967
0.867,407.546,1748.137
0.933,359.412,1703.886
1.000,471.364,1595.201
1.067,558.845,1577.896
1.133,619.466,1564.512
1.200,642.809,1537.272
1.267,729.875,1530.229
1.333,864.920,1545.523
1.400,925.984,1610.719
1.467,1027.245,1665.387
1.533,1034.846,1758.877
1.600,1071.241,1839.826
1.667,1217.302,1869.515
1.733,1247.472,1880.203
1.800,1299.459,1852.506
1.867,1351.450,1885.624
1.933,1448.462,1852.930
2.000,1499.591,1809.210
2.067,1454.907,1740.682
2.133,1403.078,1776.306
2.200,1338.212,1744.955
2.267,1304.988,1735.556
2.333,1221.913,1822.797
2.400,1218.190,1901.301
2.467,1134.175,1949.027
2.533,1080.773,1881.630
2.600,997.917,1952.090
2.667,948.937,1912.948
2.733,892.680,1896.570
2.800,806.697,1963.206
2.867,760.365,1865.495
2.933,774.632,1788.763
3.000,798.584,1732.851
3.067,865.020,1664.189
3.133,943.631,1635.797
3.200,1064.793,1618.439
3.267,1134.097,1662.860
3.333,1230.184,1681.658
3.400,1337.523,1637.267
3.467,1468.151,1628.214
3.533,1527.622,1676.342
3.600,1532.804,1751.788
3.667,1570.000,1786.509
3.733,1477.461,1835.923
3.800,1395.299,1758.714
3.867,1297.791,1722.669
3.933,1227.544,1762.699
4.000,1123.416,1795.121
4.067,1060.143,1777.712
4.133,949.937,1813.300
4.200,904.661,1865.281
4.267,842.091,1898.308
4.333,801.764,1949.205
4.400,894.103,1940.883
4.467,930.656,1881.927
4.533,1003.440,1846.718
4.600,1038.030,1847.075
4.667,1098.459,1857.970
4.733,1171.977,1835.178
4.800,1295.568,1802.451
4.867,1408.722,1818.387
4.933,1446.107,1850.822
5.000,1520.357,1833.809
5.067,1561.475,1745.661
5.133,1584.918,1620.386
5.200,1666.982,1556.843
5.267,1742.753,1536.843
5.333,1793.198,1484.121
5.400,1827.611,1449.288
5.467,1870.646,1384.694
5.533,1818.243,1331.954
5.600,1767.872,1274.807
5.667,1728.561,1170.523
5.733,1713.718,1109.874
5.800,1754.133,1034.133
5.867,1771.089,984.135
5.933,1795.438,939.853
6.000,1850.848,867.995
6.067,1914.390,848.198
6.133,1933.500,884.161
6.200,1916.777,926.050
6.267,1810.674,963.361
6.333,1754.752,982.535
6.400,1711.286,1029.471
6.467,1712.699,1126.724
6.533,1739.146,1173.415
6.600,1679.663,1253.012
6.667,1693.644,1331.746
6.733,1669.423,1453.835
6.800,1711.055,1537.862
6.867,1669.008,1604.257
6.933,1626.770,1691.173
7.000,1621.262,1768.193
7.067,1534.558,1754.830
7.133,1443.382,1726.088
7.200,1351.173,1716.812
7.267,1259.908,1732.399
7.333,1207.624,1743.914
7.400,1172.598,1772.899
7.467,1101.942,1737.668
7.533,1041.284,1724.808
7.600,955.441,1692.441
7.667,938.135,1688.116
7.733,884.430,1649.201
7.800,835.176,1580.707
7.867,811.247,1548.925
7.933,746.641,1502.588
8.000,707.299,1495.785
8.067,634.638,1461.613
8.133,581.622,1440.747
8.200,525.126,1424.944
8.267,473.491,1401.631
8.333,446.984,1382.518
8.400,413.362,1355.409
8.467,406.789,1278.982
8.533,408.984,1232.608
8.600,404.719,1178.506
8.667,368.437,1191.648
8.733,343.513,1156.414
8.800,344.343,1078.875
8.867,348.112,1012.085
8.933,344.696,965.618
9.000,351.723,899.268
9.067,369.496,865.633
9.133,390.646,806.808
9.200,439.461,730.860
9.267,491.007,694.233
9.333,543.504,661.000
9.400,647.955,699.627
9.467,677.919,756.139
9.533,720.154,841.214
9.600,720.779,894.570
9.667,713.956,935.928
9.733,713.245,979.856
9.800,731.029,999.830
9.867,772.683,1043.780
9.933,798.951,1071.675
10.000,750.539,1111.790
10.067,718.100,1109.986
10.133,523.855,1143.616
10.200,468.955,1203.546
10.267,450.820,1267.602
10.333,449.796,1328.105
10.400,521.519,1460.879
10.467,556.179,1552.709
10.533,569.664,1618.075
10.600,669.172,1706.817
10.667,722.921,1798.254
10.733,749.777,1835.900
10.800,824.389,1869.245
10.867,830.334,1892.635
10.933,872.525,1928.087
11.000,1089.282,1903.695
11.067,1169.252,1906.148
11.133,1275.027,1940.511
11.200,1323.589,1876.788
