time,trajectories1,trajectories2
0.000,1759.471,1242.746
0.067,1715.908,1131.375
0.133,1780.366,1082.233
0.200,1643.768,1082.540
0.267,1476.213,1038.111
0.333,1436.668,952.560
0.400,1332.082,878.246
0.467,1338.389,721.204
0.533,1396.453,638.921
0.600,1398.079,635.640
0.667,1499.950,547.744
0.733,1418.258,506.126
0.800,1376.750,427.363
0.867,1337.267,502.016
0.933,1182.369,514.501
1.000,1050.615,430.711
1.067,997.608,357.123
1.133,966.576,239.717
1.200,916.691,190.184
1.267,918.455,95.632
1.333,939.494,88.975
1.400,963.578,64.010
1.467,929.178,73.271
1.533,914.700,179.169
1.600,914.579,325.381
1.667,859.260,459.423
1.733,786.322,555.760
1.800,654.199,701.539
1.867,499.215,790.805
1.933,463.003,883.986
2.000,343.921,874.975
2.067,307.652,897.985
2.133,340.199,923.019
2.200,300.723,978.293
2.267,221.732,999.190
2.333,107.149,1077.325
2.400,139.750,1029.648
2.467,204.195,1020.056
2.533,244.461,926.032
2.600,324.649,936.757
2.667,398.845,886.769
2.733,402.081,851.493
2.800,407.227,851.439
2.867,435.286,779.530
2.933,380.232,796.138
3.000,305.789,738.361
3.067,288.376,597.897
3.133,305.637,520.744
3.200,378.215,445.937
3.267,449.823,461.963
3.333,526.357,483.731
3.400,563.481,415.971
3.467,711.751,459.236
3.533,824.022,379.794
3.600,1026.240,333.113
3.667,1057.263,320.002
3.733,1146.685,208.003
3.800,1245.638,173.495
3.867,1303.797,248.202
3.933,1284.886,379.284
4.000,1304.524,498.241
4.067,1355.594,664.662
4.133,1413.553,719.562
4.200,1465.768,873.684
4.267,1501.800,1032.841
4.333,1561.136,1122.568
4.400,1657.567,1211.855
4.467,1652.405,1335.152
4.533,1704.312,1464.644
4.600,1722.398,1553.000
4.667,1630.941,1596.423
4.733,1573.939,1702.946
4.800,1481.670,1663.558
4.867,1318.425,1653.196
4.933,1151.209,1703.948
5.000,973.669,1720.853
5.067,885.631,1788.701
5.133,783.425,1780.071
5.200,663.304,1758.679
5.267,554.147,1686.650
5.333,471.502,1625.220
5.400,470.230,1457.076
5.467,391.572,1317.335
5.533,352.974,1130.996
5.600,293.938,964.008
5.667,335.247,826.790
5.733,334.071,699.038
5.800,356.220,615.079
5.867,391.205,530.436
5.933,329.976,458.078
6.000,288.835,425.419
6.067,409.084,444.566
6.133,512.022,492.439
6.200,594.315,529.119
6.267,630.530,564.653
6.333,667.168,579.963
6.400,753.323,569.289
6.467,818.347,569.651
6.533,846.697,593.009
6.600,855.614,672.498
6.667,807.535,759.767
6.733,714.643,893.302
6.800,603.867,1019.799
6.867,406.217,1002.303
6.933,280.217,990.798
7.000,190.503,1035.510
7.067,121.004,1061.612
7.133,131.113,1080.140
7.200,161.902,1104.655
7.267,302.147,1123.915
7.333,386.006,1196.384
7.400,453.328,1322.380
7.467,389.899,1399.327
7.533,289.180,1445.707
7.600,269.876,1363.685
7.667,226.277,1291.398
7.733,241.577,1215.674
7.800,205.414,1237.206
7.867,290.398,1283.412
7.933,340.616,1392.753
8.000,402.739,1513.186
8.067,351.817,1617.239
8.133,300.984,1631.826
8.200,294.173,1629.008
8.267,302.192,1632.789
8.333,302.786,1634.293
8.400,297.551,1632.541
8.467,391.314,1637.261
8.533,490.520,1646.839
8.600,515.224,1700.818
8.667,601.948,1685.096
8.733,648.933,1680.206
8.800,723.970,1732.439
8.867,776.344,1624.867
8.933,913.424,1574.607
9.000,1017.553,1553.599
9.067,1104.398,1570.603
9.133,1242.734,1624.475
9.200,1358.499,1626.729
9.267,1463.914,1630.448
9.333,1574.042,1654.402
9.400,1650.393,1689.036
9.467,1697.613,1688.279
9.533,1686.018,1657.836
9.600,1733.065,1580.072
9.667,1786.146,1559.621
9.733,1812.073,1549.556
9.800,1757.257,1508.154
9.867,1696.435,1474.343
9.933,1642.810,1402.154
10.000,1536.701,1344.549
10.067,1503.354,1288.906
10.133,1475.309,1220.187
10.200,1367.556,1214.614
10.267,1282.492,1216.334
10.333,1227.226,1285.217
10.400,1226.412,1315.398
10.467,1201.591,1386.829
10.533,1144.263,1475.551
10.600,1107.688,1581.461
10.667,1015.519,1673.481
10.733,913.166,1689.889
10.800,780.029,1673.005
10.867,619.836,1672.233
10.933,502.796,1705.481
11.000,535.492,1800.459
11.067,651.583,1821.022
11.133,801.720,1892.474
11.200,870.124,1930.364
11.267,1029.255,1903.086
11.333,1101.433,1881.381
11.400,1214.799,1866.967
11.467,1334.430,1891.864
11.533,1379.318,1733.672
11.600,1630.920,1295.086
11.667,1702.550,1237.871
11.733,1778.505,1188.650
11.800,1859.598,1243.965
11.867,1847.788,1336.815
11.933,1762.167,1360.171
12.000,1662.635,1403.412
12.067,1547.475,1490.245
12.133,1427.565,1633.640
12.200,1255.143,1692.499
12.267,1148.729,1730.724
12.333,1023.729,1774.190
12.400,963.352,1697.409
12.467,930.333,1716.700
12.533,941.943,1742.596
12.600,944.904,1745.614
12.667,879.830,1689.202
12.733,763.641,1597.794
12.800,775.984,1578.167
12.867,756.884,1411.908
12.933,702.565,1303.056
13.000,671.237,1115.397
13.067,730.914,943.401
13.133,774.989,879.744
13.200,748.588,674.429
13.267,692.904,506.464
13.333,682.831,355.455
13.400,781.291,309.993
13.467,820.642,251.888
13.533,865.276,249.140
13.600,919.278,149.760
13.667,958.816,120.586
13.733,1006.693,102.482
13.800,1055.500,82.477
13.867,1114.450,69.895
13.933,1153.600,68.097
14.000,1196.096,137.697
14.067,1212.827,276.697
14.133,1252.348,369.269
14.200,1297.219,519.776
14.267,1381.033,538.662
14.333,1451.505,483.921
14.400,1387.050,366.202
14.467,1392.914,288.472
14.533,1339.315,229.333
14.600,1295.610,312.145
14.667,1217.536,286.063
14.733,1092.818,365.659
14.800,963.574,470.194
14.867,847.764,424.290
14.933,663.168,283.897
15.000,586.911,233.224
15.067,596.468,376.707
15.133,554.962,462.544
15.200,496.982,577.505
15.267,415.692,703.228
15.333,322.333,805.693
15.400,236.183,840.215
15.467,228.364,976.354
15.533,236.432,1044.429
15.600,271.198,1224.133
15.667,165.374,1251.421
15.733,254.572,1252.153
15.800,323.679,1255.645
15.867,355.534,1382.271
15.933,277.192,1494.041
16.000,370.695,1512.668
16.067,484.127,1524.813
16.133,550.802,1645.913
16.200,609.829,1777.379
16.267,703.171,1825.968
16.333,793.483,1878.494
16.400,855.797,1886.852
16.467,1028.753,1895.606
16.533,1124.235,1947.896
16.600,1064.739,1940.457
16.666,971.251,1892.460
16.733,900.924,1917.195
16.800,787.776,1906.056
16.866,715.395,1851.706
16.933,625.877,1731.767
17.000,483.246,1624.663
17.066,457.222,1546.472
17.133,367.285,1348.251
17.200,309.118,1209.086
17.266,219.849,1004.966
17.333,196.437,911.956
17.400,222.571,809.939
17.466,161.650,777.197
17.533,235.146,727.547
17.600,345.890,649.336
17.666,311.323,588.578
17.733,307.709,488.334
17.800,296.598,447.530
17.866,448.201,450.597
17.933,520.098,378.122
18.000,599.122,333.751
18.066,663.266,479.135
18.133,640.129,583.273
18.200,507.564,675.375
18.266,401.205,669.220
18.333,309.938,617.365
18.400,298.080,679.407
18.466,386.354,709.781
18.533,389.831,817.567
18.600,297.984,942.397
18.666,252.878,1090.269
18.733,298.347,1162.226
18.800,318.770,1272.461
18.866,426.877,1303.551
18.933,511.230,1447.793
19.000,613.097,1564.117
19.066,728.304,1630.892
19.133,878.575,1747.443
19.200,887.121,1859.171
19.266,908.598,1923.948
19.333,996.019,1911.419
19.400,1051.421,1866.038
19.466,1131.035,1879.512
19.533,1224.375,1904.551
19.600,1296.146,1841.898
19.666,1380.520,1748.956
19.733,1448.516,1715.888
19.800,1567.458,1769.246
19.866,1532.927,1822.638
19.933,1380.630,1836.037
20.000,1261.128,1897.012
20.066,1159.037,1892.961
20.133,977.707,1899.239
20.200,888.979,1916.596
20.266,757.542,1781.456
20.333,578.682,1727.565
20.400,454.312,1630.703
20.466,404.756,1492.018
20.533,299.312,1325.336
20.600,364.760,1211.174
20.666,325.796,1053.875
20.733,340.062,919.037
20.800,292.506,857.343
20.866,256.793,693.083
20.933,191.356,739.433
21.000,225.387,824.903
21.066,342.293,915.345
21.133,409.850,980.273
21.200,469.420,1109.834
21.266,495.480,1232.933
21.333,440.598,1364.125
21.400,387.388,1458.441
21.466,356.333,1624.627
21.533,383.366,1691.720
21.600,570.021,1829.854
21.666,590.024,1856.011
21.733,724.098,1826.504
21.800,796.942,1803.219
21.866,933.307,1859.265
21.933,1000.206,1966.857
22.000,916.128,1937.147
22.066,802.986,1822.875
22.133,654.796,1774.342
22.200,454.442,1703.451
22.266,327.752,1551.413
22.333,315.223,1469.274
22.400,269.658,1302.822
22.466,259.047,1148.813
22.533,191.423,1021.195
22.600,109.779,909.162
22.666,108.076,803.958
22.733,110.581,737.293
22.800,132.924,654.392
22.866,174.892,620.440
22.933,276.065,648.418
23.000,310.251,644.414
23.066,364.735,627.554
23.133,410.977,645.023
23.200,456.098,655.832
23.266,534.031,594.863
23.333,551.353,571.680
23.400,528.088,543.841
23.466,497.828,554.436
23.533,424.746,597.007
23.600,393.715,608.112
23.666,342.940,645.971
23.733,347.402,782.119
23.800,270.317,842.548
23.866,192.256,945.771
23.933,142.488,1022.203
24.000,140.329,1190.439
24.066,140.060,1305.376
24.133,149.033,1360.581
24.200,150.640,1378.013
24.266,257.008,1428.214
24.333,328.646,1448.946
24.400,368.809,1501.400
24.466,381.046,1559.830
24.533,458.107,1675.940
24.600,548.605,1796.943
24.666,739.912,1853.415
24.733,901.996,1869.002
24.800,997.821,1950.373
24.866,1140.862,1915.910
24.933,1217.314,1879.022
25.000,1331.971,1851.458
25.066,1385.954,1784.008
25.133,1480.801,1792.469
25.200,1525.896,1836.750
25.266,1416.406,1884.218
25.333,1259.401,1939.940
25.400,1126.154,1966.770
25.466,1046.278,1931.410
25.533,911.188,1932.018
25.600,742.747,1846.028
25.666,591.691,1761.417
25.733,429.063,1649.407
25.800,314.672,1574.592
25.866,210.683,1419.074
25.933,180.371,1368.838
26.000,215.713,1260.154
26.066,252.013,1200.486
26.133,240.077,1045.185
26.200,215.432,923.222
26.266,177.470,777.944
26.333,255.591,843.471
26.400,395.221,883.462
26.466,484.826,909.992
26.533,651.959,951.016
26.600,750.586,891.282
26.666,856.296,853.192
26.733,895.941,832.207
26.800,917.201,803.485
26.866,927.860,778.533
26.933,930.635,771.088
27.000,966.587,777.182
27.066,975.214,791.614
27.133,993.257,782.830
27.200,1064.716,724.899
27.266,1135.578,703.822
27.333,1187.281,622.281
27.400,1146.225,531.492
27.466,1112.737,490.048
27.533,1185.581,388.520
27.600,1310.113,386.346
27.666,1346.850,463.905
27.733,1421.337,547.641
27.800,1471.485,609.208
27.866,1562.132,570.972
27.933,1613.267,613.830
28.000,1675.204,762.603
28.066,1851.606,803.975
28.133,1881.156,878.995
28.200,1942.480,960.433
28.266,1941.418,1036.233
28.333,1960.829,1099.484
28.400,1947.220,1210.974
28.466,1962.088,1211.976
28.533,1946.790,1250.623
28.600,1884.594,1311.666
28.666,1838.704,1397.329
28.733,1746.234,1412.447
28.800,1698.937,1424.274
28.866,1657.905,1470.059
28.933,1594.041,1374.565
29.000,1512.444,1406.412
29.066,1484.485,1462.174
29.133,1474.796,1488.529
29.200,1490.737,1510.276
29.266,1539.848,1495.582
29.333,1553.322,1452.917
29.400,1448.695,1258.731
29.466,1417.184,1143.178
29.533,1450.735,984.534
29.600,1553.002,897.808
29.666,1658.794,863.743
29.733,1861.365,865.932
29.800,1892.913,867.817
29.866,1945.107,987.052
29.933,1951.038,1088.793
30.000,1968.361,1182.384
30.066,1967.229,1223.693
30.133,1972.888,1259.910
30.200,1936.673,1293.297
30.266,1887.838,1327.266
30.333,1851.804,1386.568
30.400,1881.338,1387.536
30.466,1841.377,1326.248
30.533,1753.392,1235.085
30.600,1759.904,1152.294
30.666,1798.131,1115.179
30.733,1686.479,1049.545
30.800,1699.288,918.920
30.866,1857.957,893.009
30.933,1923.876,869.862
31.000,1943.596,941.851
31.066,1922.690,1026.890
31.133,1873.166,1119.442
31.200,1948.385,1165.358
31.266,1857.493,1233.424
31.333,1781.376,1211.268
31.400,1824.642,1024.053
31.466,1884.365,998.309
31.533,1943.800,962.457
31.600,1924.767,897.762
31.666,1840.316,856.502
31.733,1852.612,777.949
31.800,1777.882,764.190
31.866,1721.474,833.217
31.933,1657.818,712.415
32.000,1692.659,601.781
32.066,1741.621,592.047
32.133,1816.415,579.061
32.200,1861.626,664.964
32.266,1833.165,756.564
32.333,1877.924,775.336
32.400,1912.278,731.538
32.466,1798.713,721.208
32.533,1793.677,737.297
32.600,1658.230,765.546
32.666,1568.203,763.906
32.733,1445.133,770.200
32.800,1524.142,627.390
32.866,1617.275,597.419
32.933,1710.001,586.558
33.000,1863.552,610.753
33.066,1913.583,706.820
33.133,1847.318,867.406
33.200,1723.940,1043.007
33.266,1712.578,1192.818
33.333,1719.307,1324.210
33.400,1790.679,1449.479
33.466,1891.693,1434.777
33.533,1887.885,1350.430
33.600,1924.652,1320.133
33.666,1808.110,1327.135
33.733,1727.581,1380.389
33.800,1755.920,1418.933
33.866,1848.939,1428.253
33.933,1855.546,1484.942
34.000,1730.140,1506.370
34.066,1697.111,1569.549
34.133,1705.655,1654.788
34.200,1626.931,1663.913
34.266,1568.564,1639.314
34.333,1513.819,1670.293
34.400,1405.887,1583.899
34.466,1283.934,1507.403
34.533,1145.755,1403.396
34.600,1062.048,1307.901
34.666,1079.819,1233.445
34.733,1080.878,1104.770
34.800,1099.057,1070.891
34.866,1129.721,1015.604
34.933,1110.667,970.460
35.000,1165.684,863.528
35.066,1250.396,771.845
35.133,1336.015,714.804
35.200,1463.337,684.261
35.266,1513.177,630.503
35.333,1605.702,586.198
35.400,1677.554,519.971
35.466,1661.792,462.384
35.533,1532.439,470.198
35.600,1394.929,441.284
35.666,1339.234,362.460
35.733,1373.877,288.169
35.800,1389.057,211.291
35.866,1271.247,166.917
35.933,1204.264,154.079
36.000,1176.289,225.263
36.066,1201.035,405.716
36.133,1146.539,416.664
36.200,1061.613,463.954
36.266,914.875,411.406
36.333,880.080,298.211
36.400,887.331,161.309
36.466,764.929,125.960
36.533,656.838,339.582
36.600,621.361,441.256
36.666,484.863,501.840
36.733,427.560,401.640
36.800,403.772,399.092
36.866,499.692,443.713
36.933,516.680,533.960
37.000,489.550,677.569
37.066,344.013,800.446
37.133,266.548,830.494
37.200,164.486,759.126
37.266,221.692,849.580
37.333,264.794,908.641
37.400,187.399,996.901
37.466,85.935,1018.640
37.533,153.437,1079.077
37.600,257.568,1102.214
37.666,357.926,1178.207
37.733,405.009,1264.799
37.800,366.758,1385.741
37.866,278.589,1421.260
37.933,198.411,1409.387
38.000,189.898,1302.391
38.066,143.802,1243.208
38.133,149.596,1115.787
38.200,119.912,1049.002
38.266,83.114,1031.086
38.333,122.054,974.136
38.400,207.556,882.146
38.466,277.812,815.458
38.533,362.342,718.539
38.600,409.617,642.902
38.666,476.486,581.942
38.733,959.794,1661.741
38.800,1369.317,1792.369
38.866,919.678,1954.025
38.933,445.548,1746.892
39.000,136.554,1347.106
39.066,139.740,1210.249
39.133,164.645,1031.894
39.200,240.854,741.536
39.266,239.167,465.340
39.333,245.351,464.534
39.400,415.282,386.685
39.466,440.658,380.611
39.533,244.292,448.531
39.600,249.865,456.359
39.666,212.422,507.517
39.733,206.542,549.099
39.800,204.641,556.392
39.866,202.420,564.775
39.933,94.496,1129.783
40.000,189.005,1393.633
